Category,Brand,Description,Keyword,UPC,MSRP,Quantity,SKU,Color,Size,StyleNumber,StyleName,ParentCategory,Processed_Description,Category_Encoded,Predicted_Category
Clothing - Winter - Street Wear - Mens,Quiksilver,Quicksilver - Big Logo Tech Water Repellent Hoodie - Black Heather - M's M,Quiksilver,194476691616,69.95,0,BIG33809190M,Black Heather,M,EQYFT04378-KRPH,BIG LOGO TECH  M OTLR KRPH,Clothing ,"['quicksilver', 'big', 'logo', 'tech', 'water', 'repellent', 'hoodie', 'black', 'heather', ""'s""]",65,
Clothing - Winter - Outerwear - Mens,Burton,Men's Cargo Pant - Regular Fit Kelp S,Burton,190450987492,169.95,0,MEN28925791S,Kelp,S,131661,Men's Cargo Pant - Regular Fit,Clothing ,"['men', ""'s"", 'cargo', 'pant', 'regular', 'fit', 'kelp']",55,
Logo Merchandise - Clothing - Hats - Caps,Rock Canyon,Rock Canyon - Shred Zeppelin SNB - Bisc/Blk - Trucker Hat - OS,Rock Canyon,850011260746,29.99,0,ROC45264243S,Buscuit/BlacK,OS,256,Shred Zepp Trucker Hat,Logo Merchandise ,"['rock', 'canyon', 'shred', 'zeppelin', 'snb', 'bisc/blk', 'trucker', 'hat', 'os']",73,"Accessories - Winter - Hats, Hoods, Collars"
Clothing - Winter - Outerwear - Mens - Jackets,Airblaster,Airblaster - Trenchover Jacket - BLB - S,Airblaster,847678204206,260.0,0,TRE20311090S,BLB,S,AB24MJ1_023,TRENCHOVER JACKET,Clothing ,"['airblaster', 'trenchover', 'jacket', 'blb']",57,
Clothing - Winter - Outerwear - Kids,Quiksilver,Quicksilver - Estate Youth Snow Pants - True BLack - XL/16,Quiksilver,194476021888,99.95,0,EST261147286,True Black,XL/16,EQBTP03033,ESTATE YOUTH PT,Clothing ,"['quicksilver', 'estate', 'youth', 'snow', 'pants', 'true', 'black', 'xl/16']",54,
Clothing - Winter - Outerwear - Mens,Burton,Men's Dunmore Jacket True Black Xs,Burton,190450640328,239.95,0,MEN28605346S,True Black,XS,130671,Men's Dunmore Jacket,Clothing ,"['men', ""'s"", 'dunmore', 'jacket', 'true', 'black', 'xs']",55,
Clothing - Winter - Outerwear - Mens,Armada,Armada - Chairman Pants - Olive - M's M,Armada,842339177691,149.94,0,CHA18705235M,Olive,M,R00438,Chairman Pant,Clothing ,"['armada', 'chairman', 'pants', 'olive', ""'s""]",55,
Clothing - Pants - Mens,Quiksilver,Quiksilver - Elmwood Pant - True Black - M's Large,Quiksilver,194476020478,169.95,0,ELM19853612L,True Black,Large,EQYTP03149,ELMWOOD PT,Clothing ,"['quiksilver', 'elmwood', 'pant', 'true', 'black', ""'s"", 'large']",34,
"Accessories - Winter - Hats, Hoods, Collars",Coal Headwear,Coal - Uniform - Dirty Apricot - OSFA,Coal Headwear,840056936119,27.0,2,COA14877001P,DAP,OSFM,2202781,Uniform,Accessories ,"['coal', 'uniform', 'dirty', 'apricot', 'osfa']",18,
Clothing - Shirts,Gear For Sports,MTN SCENIC-Grape Soda-MD,Gear For Sports,197837562600,26.99,8,MTN20281560D,Grape Soda,MD,GDH100,AP003817100: MTN SCENIC,Clothing ,"['mtn', 'scenic-grape', 'soda-md']",35,
Snowboard Hardgoods - Boots - Women,Thirty Two,Thirty Two - Shifty BOA Snowboard Boots - Black/Purple - W's 7,Thirty Two,194691361158,239.95,0,SHI25943437,BLACK/PURPLE,7,8205000227,SHIFTY BOA W'S '22,Snowboard Hardgoods ,"['thirty', 'two', 'shifty', 'boa', 'snowboard', 'boots', 'black/purple', 'w', ""'s"", '7']",104,
Accessories - Winter - AT/Splitboard Accessories,Dakine,Heli Strap Spice Os,Dakine,610934382860,7.0,0,HEL16493092S,Spice,OS,10001579,HELI STRAP,Accessories ,"['heli', 'strap', 'spice', 'os']",10,Accessories - Winter - Bags
Bikes - Mountain - Hardtail,TREK,Marlin 6 M 29 Matte Dnister Black,TREK,601842581476,849.99,0,5259616,Matte Dnister Black,M,2016600,MARLIN 6,Bikes ,"['marlin', '6', '29', 'matte', 'dnister', 'black']",26,
Ski Hardgoods - Boots - Women,Fischer,Fischer - RC One 90 Vacuum Walk Ski Boots - Black - M's 28.5,Fischer,9002972514500,399.99,0,RCO35283105,Black,28.5,U09120,RC ONE 90 VACUUM WALK BLACK/BLACK/BLACK,Ski Hardgoods ,"['fischer', 'rc', 'one', '90', 'vacuum', 'walk', 'ski', 'boots', 'black', ""'s"", '28.5']",86,Ski Hardgoods - Boots - Men
Snowboard Hardgoods - Boots,Vans,Vans - Invado OG - Black/white - M's 8,Vans,192361762243,219.95,1,MIN205502278,Black/White,8,VN0A54FMY28,M INVADO OG,Snowboard Hardgoods ,"['vans', 'invado', 'og', 'black/white', ""'s"", '8']",101,
Clothing - Winter - Outerwear,Obermeyer,Ultra Gear Zip Top Black M,Obermeyer,888555807714,44.5,1,ULT21433865M,Black,M,77054,Ultra Gear Zip Top,Clothing ,"['ultra', 'gear', 'zip', 'top', 'black']",53,
Snowboard Hardgoods - Boots - Men,Burton,Burton - Ruler BOA Snowboard Boots - Black - 14,Burton,190450211146,339.95,0,MEN234637874,Black,14,203171,Men's Ruler Boa® Boot,Snowboard Hardgoods ,"['burton', 'ruler', 'boa', 'snowboard', 'boots', 'black', '14']",103,
Clothing - Winter - Street Wear - Unisex,Gear For Sports,SUNLIGHT OVER LOGO EMB-White-LG,Gear For Sports,197837466533,62.99,7,SUN26468572G,White,LG,G7140,AE003814827: SUNLIGHT OVER LOGO FC EMB,Clothing ,"['sunlight', 'logo', 'emb-white-lg']",66,
Accessories - Winter - Apres & Casual Footwear,Vans,Vans - Standard MTE Snow Boots - Navy/Gum - 5,Vans,195440317921,130.0,0,UST303900915,(Ngm) Navy/Gum,5,VN0A5JHZNGM,U STANDARD MID SNOW MTE,Accessories ,"['vans', 'standard', 'mte', 'snow', 'boots', 'navy/gum', '5']",11,
"Accessories - Winter - Hats, Hoods, Collars",Obermeyer,Big Sur Beanie Basalt ONE SIZE,Obermeyer,888555831290,32.0,1,BIG25395783E,Basalt,ONE SIZE,28065,Big Sur Beanie,Accessories ,"['big', 'sur', 'beanie', 'basalt', 'one', 'size']",18,
Accessories - Summer - Bags,Dakine,Dakine - Gripper Bike Frame Bag - Sierra Fossil,Dakine,194626391410,30.0,3,GRI21903474S,Sierra Fossil,OS,10003409,GRIPPER,Accessories ,"['dakine', 'gripper', 'bike', 'frame', 'bag', 'sierra', 'fossil']",1,Accessories - Winter - Gloves & Mittens
Ski Hardgoods - Poles,Salomon,Salomon - Arctic Lady Ski Poles - Grey/Green - 115cm,Salomon,193128282240,40.0,0,ARC224182115,Grey,115,L41174200,ARCTIC LADY,Ski Hardgoods ,"['salomon', 'arctic', 'lady', 'ski', 'poles', 'grey/green', '115cm']",87,
Accessories - Winter - Apres & Casual Footwear,Vans,Vans - Standard MTE Snow Boots - Dachshund/Jungle Green - W's 5,Vans,195440309155,160.0,0,FST417160775,(A1a) Dachshund/Jungle Green,5,VN0A5JI1A1A,F STANDARD SNOW MTE,Accessories ,"['vans', 'standard', 'mte', 'snow', 'boots', 'dachshund/jungle', 'green', 'w', ""'s"", '5']",11,
Accessories - Winter - Apres & Casual Footwear,Vans,Vans - Standard MTE Boot - Camo/Checkerboard - 12,Vans,192361764353,159.99,0,UST301355762,Camo/Checkerboard,12,VN0A54FR0BU,U STANDARD MTE,Accessories ,"['vans', 'standard', 'mte', 'boot', 'camo/checkerboard', '12']",11,Accessories - Winter - Apres & Casual Footwear
Accessories - Winter - Gloves & Mittens,Dakine,Dakine - Kodiak Gore-Tex Glove - Black/Grey - XL,Dakine,194626499369,160.0,0,DAK37503428L,BLACKGREY,XL,10003974,DAKINE KODIAK GORE-TEX GLOVE T1,Accessories ,"['dakine', 'kodiak', 'gore-tex', 'glove', 'black/grey', 'xl']",16,
Accessories - Winter - Apres & Casual Footwear,Vans,Vans - Slip-On MTE Snowboot - Checkerboard - Youth 3,Vans,192361762373,89.99,0,YSL311928883,Checkerboard,3,VN0A54FW705,Y SLIP-ON SNOW BOOT MTE,Accessories ,"['vans', 'slip-on', 'mte', 'snowboot', 'checkerboard', 'youth', '3']",11,
Accessories - Summer - Hydration Packs/Bladders/filters,DAKINE,Dakine - Hot Laps Waist Pack - Deep Lake - 2L - OS,DAKINE,194626485355,55.0,0,HOT19803658S,DEEP LAKE,OS,10003406,HOT LAPS 2L,Accessories ,"['dakine', 'hot', 'laps', 'waist', 'pack', 'deep', 'lake', '2l', 'os']",6,
Snowboard Hardgoods - Boards - Men,CAP,Capita (C3) - Super D.O.A. Misc Snowboard - Men's - 156cm,CAP,810107802380,749.95,0,MEN182825176,Misc,156,1231101,Super D.O.A.,Snowboard Hardgoods ,"['capita', 'c3', 'super', 'd.o.a', 'misc', 'snowboard', 'men', ""'s"", '156cm']",99,Snowboard Hardgoods - Boots - Men
Clothing - Winter - Baselayer - Womens,Obermeyer,Discover Crew Floral It Xl,Obermeyer,888555574746,69.0,0,DIS22444654L,Floral It!,XL,19032,Discover Crew,Clothing ,"['discover', 'crew', 'floral', 'xl']",51,
Clothing - Socks,Stance,Stance - Island Interval Crew Socks - White - S,Stance,190107476270,19.98,0,ISL24165338S,White,S,W448C21ISL,ISLAND INTERVAL CREW,Clothing ,"['stance', 'island', 'interval', 'crew', 'socks', 'white']",44,
Accessories - Winter - Bags,Dakine,Dakine - Boot Locker Bag - Solstice Floral - 69L,Dakine,194626410517,65.0,0,BOO27819896L,Solstice Floral,OS,08300480,BOOT LOCKER 69L,Accessories ,"['dakine', 'boot', 'locker', 'bag', 'solstice', 'floral', '69l']",12,
Clothing - Socks - Mens,Dakine,Dakine - Singletrack Crew Bike Sock - Desert Sage - S/M,Dakine,194626398105,18.0,0,SIN31545466M,Desert Sage,S/M,10003472,SINGLETRACK CREW SOCK,Clothing ,"['dakine', 'singletrack', 'crew', 'bike', 'sock', 'desert', 'sage', 's/m']",45,
Accessories - Winter - Gloves & Mittens,Dakine,Dakine - Rambler Liner Glove - Cascade Camo - M,Dakine,194626405049,16.0,0,RAM293801M,Cascade Camo,M,10000734,RAMBLER LINER,Accessories ,"['dakine', 'rambler', 'liner', 'glove', 'cascade', 'camo']",16,
Clothing - Jerseys,Oakley,Oakley - FACTORY PILOT LITE MTB JERSEY II - Blackout - M,Oakley,193517595371,40.0,2,FAC36325697M,Blackout,M,FOA404496,FACTORY PILOT LITE MTB JERSEY II,Clothing ,"['oakley', 'factory', 'pilot', 'lite', 'mtb', 'jersey', 'ii', 'blackout']",31,
Accessories - Winter - Goggles,Smith Optics,"Smith - Squad XL Goggles - Olympic Blue, ChromaPop Everyday Violet Mirror ",Smith Optics,716736829555,150.0,1,SQU49486006S,Olympic Blue | ChromaPop Everyday Violet Mirror,OS,M00675,Squad XL,Accessories ,"['smith', 'squad', 'xl', 'goggles', 'olympic', 'blue', 'chromapop', 'everyday', 'violet', 'mirror']",17,
Clothing - Winter - Outerwear - Mens - Bibs,Airblaster,Airblaster - Freeedom Bib - Tan - L,Airblaster,847678208105,220.0,0,FRE14258810L,TAN,L,AB24MB1_111,FREEDOM BIB,Clothing ,"['airblaster', 'freeedom', 'bib', 'tan', 'l']",56,
Clothing - Winter - Outerwear - Kids,Obermeyer,OBERMEYER - Volt Pant - Blue Vibes - 5,Obermeyer,888555479003,89.5,0,VOL185536465,Blue Vibes,5,65027,Volt Pant,Clothing ,"['obermeyer', 'volt', 'pant', 'blue', 'vibes', '5']",54,Clothing - Winter - Outerwear - Kids
Clothing - Winter - Outerwear - Mens,Salomon,Salomon - Highland Jacket - Bronze Brown/Cumin - M's XL,Salomon,193128683085,400.0,0,HIG33726051L,Bronze Brown,XL,LC1583400,HIGHLAND JACKET M,Clothing ,"['salomon', 'highland', 'jacket', 'bronze', 'brown/cumin', ""'s"", 'xl']",55,
Accessories - Winter - Gloves & Mittens,Burton,Burton - Profile Mittens - Orchid Bouquet/Foxglove Violet - Kids M,Burton,193177315999,34.95,0,KID46447508M,Orchid Bouquet / Foxglove Violet,M,151881,Kids' Profile Mittens,Accessories ,"['burton', 'profile', 'mittens', 'orchid', 'bouquet/foxglove', 'violet', 'kids']",16,
Snowboard Hardgoods - Bindings - Women,Union Bindings,Union - Rosa Snowboard Bindings - White - W's M,Union Bindings,810107800638,169.95,0,ROS8569916M,White,M,3231208,Rosa,Snowboard Hardgoods ,"['union', 'rosa', 'snowboard', 'bindings', 'white', 'w', ""'s""]",96,
Accessories - Summer - Clothing - Shoes - Street,Vans,Vans - BMX Sk8-Hi Shoes - Black/Grey/White - M's 9.5,Vans,195437385193,85.0,0,MBM283458675,(9Bg) Black/Gray/White,9.5,VN0A5JIQ9BG,M BMX SK8-HI,Accessories ,"['vans', 'bmx', 'sk8-hi', 'shoes', 'black/grey/white', ""'s"", '9.5']",3,
Logo Merchandise - Clothing - Street Wear,Alternative Apparel,Western Sun Sunlight Slouchy Pullover - Eco Oatmeal - W's XS,Alternative Apparel,196296283637,29.99,0,ALT55694317S,Eco Oatmeal,XS,A1990A90551,Slouchy Pullover,Logo Merchandise ,"['western', 'sun', 'sunlight', 'slouchy', 'pullover', 'eco', 'oatmeal', 'w', ""'s"", 'xs']",77,
Ski Hardgoods - Poles,Salomon,Arctic Lady Blue   115,Salomon,889645651101,40.0,0,ARC177319905,Blue,115,L40560500,ARCTIC LADY,Ski Hardgoods ,"['arctic', 'lady', 'blue', '115']",87,
X-Country Hardgoods - Boots,Salomon,Salomon - XC Shoes RC Nocturne Prolink JR - 5.5,Salomon,193128624873,105.0,1,RCN376066905,Black,5.5,L41514200055,RC NOCTURNE PROLINK JR,Cross Country,"['salomon', 'xc', 'shoes', 'rc', 'nocturne', 'prolink', 'jr', '5.5']",106,
X-Country Hardgoods - Poles,Fischer,Fischer - XC Cruiser Poles - 150CM,Fischer,9002972312120,50.0,0,XCC124188880,Black/White,150,Z43018,XC CRUISER,Cross Country,"['fischer', 'xc', 'cruiser', 'poles', '150cm']",107,
Accessories - Winter - Gloves & Mittens,Dakine,Dakine - Excursion Gore-Tex Short Glove - Red Earth/Caramel - XL,Dakine,610934362459,105.0,0,EXC43812929L,Red Earth / Caramel,XL,10002007,EXCURSION GORE-TEX SHORT GLOVE,Accessories ,"['dakine', 'excursion', 'gore-tex', 'short', 'glove', 'red', 'earth/caramel', 'xl']",16,
Clothing - Winter - Street Wear - Mens,Armada,Armada - Kenlem Fleece - Bronze - M's L,Armada,842339179534,119.95,0,KEN19949171L,Bronze,L,R00493,Kenlem Fleece,Clothing ,"['armada', 'kenlem', 'fleece', 'bronze', ""'s"", 'l']",65,
Accessories - Winter - Gloves & Mittens,Burton,Burton - Gore-tex Glove - True Black - M's L,Burton,190450567526,69.95,0,MEN26317310L,True Black,L,103531,Men's GORE-TEX Glove,Accessories ,"['burton', 'gore-tex', 'glove', 'true', 'black', ""'s"", 'l']",16,
X-Country Hardgoods - Boots,Fischer,Otx Trail Black 43,Fischer,9002972601088,159.0,3,OTX155056933,Black,43,S35421,OTX TRAIL,Cross Country,"['otx', 'trail', 'black', '43']",106,
Snowboard Hardgoods - Boards - Men,Jones,Jones - Frontier Snowboard - Black - M's 164W,Jones,7630463412602,479.95,0,FRO26582762W,Black,164w,J.22.SNM.FRT,Frontier,Snowboard Hardgoods ,"['jones', 'frontier', 'snowboard', 'black', ""'s"", '164w']",99,
Snowboard Hardgoods - Boards,CAP,Capita - Space Metal Fantasy Snowboard W's - 149cm,CAP,810107803578,429.95,0,WOM299396449,Misc,149,1231124,Space Metal Fantasy,Snowboard Hardgoods ,"['capita', 'space', 'metal', 'fantasy', 'snowboard', 'w', ""'s"", '149cm']",97,
Clothing - Winter - Outerwear - Womens,Armada,Armada - Pascore Bib - Black - W's XS,Armada,842339175079,249.95,0,PAS17737937S,Black,XS,R00481,Pascore Bib,Clothing ,"['armada', 'pascore', 'bib', 'black', 'w', ""'s"", 'xs']",59,
Accessories - Winter - Apres & Casual Footwear,Vans,U Standard Mid Mte  Graygum 7.5,Vans,192361767033,129.95,0,UST242649575,Gray/Gum,7.5,VN0A54FU0CS,U STANDARD MID MTE,Accessories ,"['u', 'standard', 'mid', 'mte', 'graygum', '7.5']",11,Accessories - Winter - Apres & Casual Footwear
Accessories - Winter - Bags,Dakine,Fall Line Ski Roller Bag Dark Slate 175Cm,Dakine,610934314267,145.0,0,FAL34660191M,Dark Slate,175CM,10001459,FALL LINE SKI ROLLER BAG,Accessories ,"['fall', 'line', 'ski', 'roller', 'bag', 'dark', 'slate', '175cm']",12,
Accessories - Winter - Socks,Stance,Stance - Curren Snow Socks - Grey - M,Stance,190107507387,24.99,0,STA26817058M,GREY,M,A758C22CUR,CURREN SNOW,Accessories ,"['stance', 'curren', 'snow', 'socks', 'grey']",20,
Clothing - Winter - Outerwear,Burton,Women's Oak Pant True Black Heather M,Burton,190450938067,69.95,1,WOM30766180M,True Black Heather,M,213641,Women's Oak Pant,Clothing ,"['women', ""'s"", 'oak', 'pant', 'true', 'black', 'heather']",53,Accessories - Winter - Gloves & Mittens
Clothing - Winter - Outerwear,Obermeyer,Tuscany II Jacket Love note 8,Obermeyer,888555776089,279.0,1,TUS246888938,Love note,8,11225,Tuscany II Jacket,Clothing ,"['tuscany', 'ii', 'jacket', 'love', 'note', '8']",53,
Snowboard Hardgoods - Bindings - Women,Union,Union - Milan Snowboard Binding -  Boarding for Breast Cancer W's  M,Union,810033086441,239.95,0,MIL9827704M,B4b,M,3211206,Milan,Snowboard Hardgoods ,"['union', 'milan', 'snowboard', 'binding', 'boarding', 'breast', 'cancer', 'w', ""'s""]",96,
Accessories - Winter - Bags,Dakine,Freestyle Snowboard Bag - Cascade Camo - 157Cm,Dakine,194626414515,70.0,0,FRE37930508M,Cascade Camo,157CM,10001460,FREESTYLE SNOWBOARD BAG,Accessories ,"['freestyle', 'snowboard', 'bag', 'cascade', 'camo', '157cm']",12,Accessories - Winter - Gloves & Mittens
Clothing - Shoes - Mountain - Mens,FIVE TEN,Five Ten - Hellcat Pro Clipless Shoe - Black/Yellow - M's 8,FIVE TEN,194814198715,180.0,0,HEL291514518,Black/Yellow,8,FW3753,HELLCAT PRO,Clothing ,"['five', 'ten', 'hellcat', 'pro', 'clipless', 'shoe', 'black/yellow', ""'s"", '8']",39,
Snowboard Hardgoods - Boots - Men,Thirty Two,Thirty Two - TM-2 Stevens Snowboard Boots - Brown - M's 12,Thirty Two,194691358400,379.95,1,TM2192715392,BROWN,12,8105000496,TM-2 STEVENS '22,Snowboard Hardgoods ,"['thirty', 'two', 'tm-2', 'stevens', 'snowboard', 'boots', 'brown', ""'s"", '12']",103,
Accessories - Winter - Goggles,Smith Optics,"Smith - Proxy Goggles - Crimson, ChromaPop Photochromic Red Mirror ",Smith Optics,716736828312,170.0,3,PRO4472160S,Crimson | ChromaPop Photochromic Red Mirror,OS,M00741,Proxy,Accessories ,"['smith', 'proxy', 'goggles', 'crimson', 'chromapop', 'photochromic', 'red', 'mirror']",17,
Clothing - Winter - Outerwear - Womens,Burton,Burton - Prowess Jacket - Cobalt Blue/Crystal Blue - W's M,Burton,193177323642,274.95,0,WOM41478723M,Cobalt Blue / Crystal Blue,M,100831,Women's Prowess Jacket,Clothing ,"['burton', 'prowess', 'jacket', 'cobalt', 'blue/crystal', 'blue', 'w', ""'s""]",59,
Clothing - Winter - Baselayer - Mens,Terramar,Terramar - M CREW DK GREY MELANGE M,Terramar,721357453201,45.0,4,TER27230898M,DK GREY MELANGE,M,W9725,M CREW,Clothing ,"['terramar', 'crew', 'dk', 'grey', 'melange']",50,Clothing - Winter - Baselayer - Kids
Ski Hardgoods - Boots,Salomon,Salomon - QST Access 70 W - Petrol Blue/White/Shooting Sea - 24/24.5,Salomon,889645995410,349.0,3,QST232412885,Petrol Blue,24/24.5,L40851900,QST ACCESS 70 W,Ski Hardgoods ,"['salomon', 'qst', 'access', '70', 'w', 'petrol', 'blue/white/shooting', 'sea', '24/24.5']",83,
Clothing - Socks,Stance,Take A Picture Crew Floral S,Stance,190107572156,14.99,0,TAK23405564S,FLORAL,S,A556A24TAK,TAKE A PICTURE CREW,Clothing ,"['take', 'picture', 'crew', 'floral']",44,
Clothing - Winter - Outerwear - Kids,Quiksilver,Quiksilver - Estate Youth Pant - Pureed Pumpkin - JR Small,Quiksilver,194476022069,99.95,0,EST294423120,Pureed Pumpkin,Small/10,EQBTP03033,ESTATE YOUTH PT,Clothing ,"['quiksilver', 'estate', 'youth', 'pant', 'pureed', 'pumpkin', 'jr', 'small']",54,
Clothing - Winter - Outerwear - Womens,Burton,Burton - Prowess Jacket - True Black - W's M,Burton,190450637694,279.95,0,WOM29268886M,True Black,M,100831,Women's Prowess Jacket,Clothing ,"['burton', 'prowess', 'jacket', 'true', 'black', 'w', ""'s""]",59,
Clothing - Winter - Outerwear - Mens - Pants,Burton,Men's Cargo Pant - Regular Fit Martini Olive S,Burton,190450987553,169.95,1,MEN36422555S,Martini Olive,S,131661,Men's Cargo Pant - Regular Fit,Clothing ,"['men', ""'s"", 'cargo', 'pant', 'regular', 'fit', 'martini', 'olive']",58,
Accessories - Winter - Gloves & Mittens,Burton,Kids' Vent Glove Birds Eye Xs,Burton,193177015493,34.95,0,KID23374116S,Birds Eye,XS,104161,Kids' Vent Glove,Accessories ,"['kids', 'vent', 'glove', 'birds', 'eye', 'xs']",16,
Accessories - Winter - Socks,Fox River,Fox River Mills - Drift LW OTC Sock - Navy/Grey - M's XL,Fox River,087839675036,15.99,0,DRI15636326L,Navy/Grey,XL,5014,DRIFT,Accessories ,"['fox', 'river', 'mills', 'drift', 'lw', 'otc', 'sock', 'navy/grey', ""'s"", 'xl']",20,
Clothing - Socks,Stance,Stance - Continuity Crew Socks - Black - M,Stance,190107473125,19.98,0,CON20855143M,Black,M,A448C21CON,CONTINUITY CREW,Clothing ,"['stance', 'continuity', 'crew', 'socks', 'black']",44,
Accessories - Winter - Socks,Burton,Women's Weekend Midweight Sock 2-Pack Frosty Sprucestout White Ml,Burton,190450958843,31.95,0,WOM55261379L,Frosty Spruce/Stout White,M\L,149251,Women's Weekend Midweight Sock 2-Pack,Accessories ,"['women', ""'s"", 'weekend', 'midweight', 'sock', '2-pack', 'frosty', 'sprucestout', 'white', 'ml']",20,
Accessories - Winter - Apres & Casual Footwear,Vans,Vans - Standard Mid MTE Boot - Canteen/Black - 5,Vans,192361766302,129.99,0,UST282946475,Canteen/Black,5,VN0A54FU0CP,U STANDARD MID MTE,Accessories ,"['vans', 'standard', 'mid', 'mte', 'boot', 'canteen/black', '5']",11,
Accessories - Winter - Goggles,Smith Optics,"Smith - Squad Goggles - High Fives, ChromaPop Sun Platinum Mirror",Smith Optics,716736830223,120.0,3,SQU42985461S,High Fives | ChromaPop Sun Platinum Mirror,OS,M00668,Squad,Accessories ,"['smith', 'squad', 'goggles', 'high', 'fives', 'chromapop', 'sun', 'platinum', 'mirror']",17,
Clothing - Winter - Outerwear - Mens - Jackets,Airblaster,Airblaster - Trenchover Jacket - BLB - XL,Airblaster,847678204237,260.0,0,TRE21710931L,BLB,XL,AB24MJ1_023,TRENCHOVER JACKET,Clothing ,"['airblaster', 'trenchover', 'jacket', 'blb', 'xl']",57,Clothing - Winter - Outerwear - Mens
Logo Merchandise - Clothing - Hats,Locale Outdoor,Locale - Daily Pine Beanie - Grey - OSFA,Locale Outdoor,818802021952,31.95,7,DAI15846108S,Grey,OS,7904,Daily Pine,Logo Merchandise ,"['locale', 'daily', 'pine', 'beanie', 'grey', 'osfa']",71,
Clothing - Winter - Baselayer - Mens,Terramar,M Crew Black M,Terramar,721357049442,30.0,1,MCR11697681M,Black,M,W8359,M CREW,Clothing ,"['crew', 'black']",50,
Clothing - Winter - Outerwear - Mens,Burton,Burton - Cargo Pant - True Black - M's M Regular,Burton,190450987249,169.95,0,MEN3350712M,True Black,M,131661,Men's Cargo Pant - Regular Fit,Clothing ,"['burton', 'cargo', 'pant', 'true', 'black', ""'s"", 'regular']",55,
Accessories - Summer - Clothing - Shoes - Street,Vans,Vans - BMX Old Skool Shoes - Black/Grey/White - M's 11,Vans,195437385308,75.0,0,MBM313636741,(9Bg) Black/Gray/White,11,VN0A5JIP9BG,M BMX OLD SKOOL,Accessories ,"['vans', 'bmx', 'old', 'skool', 'shoes', 'black/grey/white', ""'s"", '11']",3,
Snowboard Hardgoods - Boots,Vans,Vans - Invado OG - Caviar - M's 10.5,Vans,196573286351,219.99,1,MEN23884702M,CAVIAR,10.5,VN0A54FMKS71,M INVADO OG,Snowboard Hardgoods ,"['vans', 'invado', 'og', 'caviar', ""'s"", '10.5']",101,
"Accessories - Winter - Hats, Hoods, Collars",Coal,Coal - Shield Tube - Misty Trees - OSFM,Coal,840056921566,20.0,0,SHI17285271M,Mis,OSFM,2202700,Shield Tube,Accessories ,"['coal', 'shield', 'tube', 'misty', 'trees', 'osfm']",18,"Accessories - Winter - Hats, Hoods, Collars"
Accessories - Summer,Dakine,Dakine - Pickup Pad Deluxe - Black - L,Dakine,610934326673,150.0,0,PIC18229325L,Black,L,10002782,PICKUP PAD DLX,Accessories ,"['dakine', 'pickup', 'pad', 'deluxe', 'black', 'l']",0,Accessories - Winter - Gloves & Mittens
Clothing - Gloves,DAKINE,CROSS-X 2.0 GLOVE BLACK XL,DAKINE,194626520001,40.0,0,CRO20774039L,BLACK,XL,10004027,CROSS-X 2.0 GLOVE,Clothing ,"['cross-x', '2.0', 'glove', 'black', 'xl']",27,
Accessories - Summer - Protective Wear,Dakine,Dakine - Slayer Pro Knee Pad - Black - M,Dakine,610934324884,75.0,2,SLA2224620M,Black,M,10002775,SLAYER PRO KNEE PAD,Accessories ,"['dakine', 'slayer', 'pro', 'knee', 'pad', 'black']",7,
Clothing - Winter - Outerwear - Womens,Burton,Burton - Lelah Jacket - True Black - W's S,Burton,193177288224,229.95,1,WOM27967583S,True Black,S,205411,Women's Lelah Jacket,Clothing ,"['burton', 'lelah', 'jacket', 'true', 'black', 'w', ""'s""]",59,
Accessories - Summer - Protective Wear,Dakine,Dakine - Slayer Pro Knee Pad - Black - L,Dakine,610934324853,75.0,2,SLA22938912L,Black,L,10002775,SLAYER PRO KNEE PAD,Accessories ,"['dakine', 'slayer', 'pro', 'knee', 'pad', 'black', 'l']",7,
Ski Hardgoods - Skis - Women,Salomon,N Qst Lumen 99 Purple Light Pink  167,Salomon,889645998138,800.0,0,NQS296625897,Purple,167,L40855100167,N QST LUMEN 99,Ski Hardgoods ,"['n', 'qst', 'lumen', '99', 'purple', 'light', 'pink', '167']",91,
Clothing - Winter - Outerwear - Mens,Quiksilver,Quicksilver - Utility Shell Snow Pants - June Bug - M's M,Quiksilver,194476695003,199.95,0,UTI25371184M,June Bug,M,EQYTP03140-GSR0,UTILTY PT M SNPT GSR0,Clothing ,"['quicksilver', 'utility', 'shell', 'snow', 'pants', 'june', 'bug', ""'s""]",55,
Snowboard Hardgoods - Accessories/Parts,Dakine,Dakine - Spike Stomp Pad - Black - OSFA,Dakine,610934253955,12.0,0,SPI17266466S,Black,OSFA,10001575,SPIKE STOMP,Snowboard Hardgoods ,"['dakine', 'spike', 'stomp', 'pad', 'black', 'osfa']",92,
Accessories - Winter - Socks,Stance,Stance - Chin Valley Socks - Blue - L,Stance,190107504034,29.99,0,CHI16985330L,BLUE,L,A758C22CHI,CHIN VALLEY,Accessories ,"['stance', 'chin', 'valley', 'socks', 'blue', 'l']",20,
Accessories - Winter - Apres & Casual Footwear,Vans,Vans - Mountain Mule Slipper - Black/Gum - 12,Vans,195439375260,60.0,0,UMO352594212,(B9m) Black/Gum,12,VN0A5JI6B9M,U MOUNTAIN MULE VANSGUARD,Accessories ,"['vans', 'mountain', 'mule', 'slipper', 'black/gum', '12']",11,Accessories - Winter - Apres & Casual Footwear
